,ocid,Level_00,Level_01,Level_02,Level_03,Level_04,Level_05,Level_06
1102,ocds-591adf-5901301414,4,4.0,4.0.0,4.0.0.2,4.0.0.2,4.0.0.2,4.0.0.2
1103,ocds-591adf-0628187731,0,0.0,0.0.6,0.0.6.1,0.0.6.1,0.0.6.1,0.0.6.1
1104,ocds-591adf-6366754885,0,0.0,0.0.6,0.0.6.0,0.0.6.0,0.0.6.0,0.0.6.0
1105,ocds-591adf-1195181754,0,0.2,0.2.5,0.2.5,0.2.5,0.2.5,0.2.5
1106,ocds-591adf-5741668866,3,3.5,3.5.1,3.5.1.1,3.5.1.1,3.5.1.1,3.5.1.1
1107,ocds-591adf-1761043738,0,0.0,0.0.0,0.0.0.1,0.0.0.1.0,0.0.0.1.0,0.0.0.1.0
1108,ocds-591adf-5398780842,3,3.5,3.5.3,3.5.3,3.5.3,3.5.3,3.5.3
1109,ocds-591adf-4649532779,0,0.1,0.1.0,0.1.0.1,0.1.0.1,0.1.0.1,0.1.0.1
1110,ocds-591adf-9517241316,3,3.1,3.1.1,3.1.1.2,3.1.1.2.0,3.1.1.2.0,3.1.1.2.0
1111,ocds-591adf-2716410569,3,3.1,3.1.0,3.1.0.1,3.1.0.1.1,3.1.0.1.1,3.1.0.1.1
1112,ocds-591adf-0230753212,3,3.1,3.1.0,3.1.0.1,3.1.0.1.1,3.1.0.1.1,3.1.0.1.1
1113,ocds-591adf-8935235821,3,3.1,3.1.0,3.1.0.1,3.1.0.1.1,3.1.0.1.1,3.1.0.1.1
1114,ocds-591adf-6424799341,0,0.0,0.0.0,0.0.0.0,0.0.0.0.1,0.0.0.0.1.0,0.0.0.0.1.0.1
1115,ocds-591adf-5611369110,3,3.5,3.5.2,3.5.2.0,3.5.2.0,3.5.2.0,3.5.2.0
1116,ocds-591adf-0669110404,0,0.0,0.0.9,0.0.9.0,0.0.9.0.1,0.0.9.0.1,0.0.9.0.1
1117,ocds-591adf-2341010686,0,0.0,0.0.9,0.0.9.2,0.0.9.2.0,0.0.9.2.0,0.0.9.2.0
1118,ocds-591adf-3141538334,0,0.0,0.0.9,0.0.9.0,0.0.9.0.0,0.0.9.0.0,0.0.9.0.0
1119,ocds-591adf-4127444144,3,3.0,3.0.0,3.0.0.4,3.0.0.4.1,3.0.0.4.1,3.0.0.4.1
1120,ocds-591adf-6859350868,3,3.0,3.0.2,3.0.2.0,3.0.2.0.0,3.0.2.0.0,3.0.2.0.0
1121,ocds-591adf-4751281499,3,3.0,3.0.0,3.0.0.3,3.0.0.3.1,3.0.0.3.1,3.0.0.3.1
1122,ocds-591adf-4534496341,3,3.0,3.0.2,3.0.2.1,3.0.2.1,3.0.2.1,3.0.2.1
1123,ocds-591adf-8608678728,3,3.1,3.1.4,3.1.4.0,3.1.4.0,3.1.4.0,3.1.4.0
1124,ocds-591adf-3492744232,3,3.1,3.1.4,3.1.4.0,3.1.4.0,3.1.4.0,3.1.4.0
1125,ocds-591adf-6207349867,0,0.7,0.7.2,0.7.2.0,0.7.2.0,0.7.2.0,0.7.2.0
1126,ocds-591adf-4565806973,0,0.7,0.7.0,0.7.0.1,0.7.0.1,0.7.0.1,0.7.0.1
1127,ocds-591adf-8710976138,0,0.5,0.5.3,0.5.3,0.5.3,0.5.3,0.5.3
1128,ocds-591adf-4624088322,0,0.7,0.7.2,0.7.2.0,0.7.2.0,0.7.2.0,0.7.2.0
1129,ocds-591adf-3691607772,0,0.0,0.0.4,0.0.4.2,0.0.4.2.1,0.0.4.2.1,0.0.4.2.1
1130,ocds-591adf-9352687684,0,0.0,0.0.4,0.0.4.0,0.0.4.0.0,0.0.4.0.0,0.0.4.0.0
1131,ocds-591adf-7608740185,0,0.0,0.0.1,0.0.1.0,0.0.1.0.0,0.0.1.0.0,0.0.1.0.0
1132,ocds-591adf-9669096564,3,3.1,3.1.0,3.1.0.2,3.1.0.2.0,3.1.0.2.0.1,3.1.0.2.0.1
1133,ocds-591adf-3612985124,0,0.7,0.7.2,0.7.2.0,0.7.2.0,0.7.2.0,0.7.2.0
1134,ocds-591adf-9145827406,0,0.0,0.0.1,0.0.1.0,0.0.1.0.1,0.0.1.0.1,0.0.1.0.1
1135,ocds-591adf-3091034155,0,0.0,0.0.1,0.0.1.0,0.0.1.0.0,0.0.1.0.0,0.0.1.0.0
1136,ocds-591adf-2774693704,3,3.1,3.1.1,3.1.1.0,3.1.1.0,3.1.1.0,3.1.1.0
1137,ocds-591adf-9949039362,0,0.7,0.7.1,0.7.1,0.7.1,0.7.1,0.7.1
1138,ocds-591adf-2159924071,3,3.1,3.1.0,3.1.0.2,3.1.0.2.0,3.1.0.2.0.0,3.1.0.2.0.0
1139,ocds-591adf-6600480891,0,0.8,0.8.2,0.8.2,0.8.2,0.8.2,0.8.2
1140,ocds-591adf-4744093490,0,0.8,0.8.2,0.8.2,0.8.2,0.8.2,0.8.2
1141,ocds-591adf-2187423240,0,0.0,0.0.8,0.0.8.2,0.0.8.2.0,0.0.8.2.0.0,0.0.8.2.0.0
1142,ocds-591adf-9642814017,3,3.1,3.1.0,3.1.0.2,3.1.0.2.1,3.1.0.2.1.1,3.1.0.2.1.1
1143,ocds-591adf-8606873912,3,3.1,3.1.0,3.1.0.2,3.1.0.2.0,3.1.0.2.0.1,3.1.0.2.0.1
1144,ocds-591adf-3114095943,3,3.0,3.0.2,3.0.2.2,3.0.2.2,3.0.2.2,3.0.2.2
1145,ocds-591adf-4565366391,3,3.0,3.0.0,3.0.0.2,3.0.0.2.1,3.0.0.2.1,3.0.0.2.1
1146,ocds-591adf-5738530463,3,3.1,3.1.0,3.1.0.1,3.1.0.1.0,3.1.0.1.0,3.1.0.1.0
1147,ocds-591adf-6904959112,3,3.1,3.1.5,3.1.5,3.1.5,3.1.5,3.1.5
1148,ocds-591adf-6562585363,3,3.1,3.1.1,3.1.1.3,3.1.1.3,3.1.1.3,3.1.1.3
1149,ocds-591adf-9736395382,0,0.0,0.0.3,0.0.3.1,0.0.3.1,0.0.3.1,0.0.3.1
1150,ocds-591adf-3433899670,0,0.0,0.0.3,0.0.3.1,0.0.3.1,0.0.3.1,0.0.3.1
1151,ocds-591adf-9771948110,0,0.0,0.0.3,0.0.3.1,0.0.3.1,0.0.3.1,0.0.3.1
1152,ocds-591adf-8615350441,3,3.5,3.5.0,3.5.0,3.5.0,3.5.0,3.5.0
1153,ocds-591adf-0420392779,3,3.5,3.5.0,3.5.0,3.5.0,3.5.0,3.5.0
1154,ocds-591adf-7040396335,3,3.1,3.1.0,3.1.0.0,3.1.0.0.1,3.1.0.0.1,3.1.0.0.1
1155,ocds-591adf-9224709687,0,0.3,0.3.0,0.3.0,0.3.0,0.3.0,0.3.0
1156,ocds-591adf-3319097151,3,3.0,3.0.0,3.0.0.1,3.0.0.1,3.0.0.1,3.0.0.1
1157,ocds-591adf-6179905611,3,3.1,3.1.0,3.1.0.1,3.1.0.1.0,3.1.0.1.0,3.1.0.1.0
1158,ocds-591adf-5618674336,3,3.1,3.1.0,3.1.0.2,3.1.0.2.0,3.1.0.2.0.0,3.1.0.2.0.0
1159,ocds-591adf-9593916956,0,0.0,0.0.1,0.0.1.0,0.0.1.0.1,0.0.1.0.1,0.0.1.0.1
1160,ocds-591adf-4449736548,3,3.1,3.1.2,3.1.2.0,3.1.2.0,3.1.2.0,3.1.2.0
1161,ocds-591adf-3188330579,3,3.2,3.2.0,3.2.0.1,3.2.0.1.0,3.2.0.1.0,3.2.0.1.0
1162,ocds-591adf-7450628171,3,3.1,3.1.3,3.1.3.2,3.1.3.2,3.1.3.2,3.1.3.2
1163,ocds-591adf-8383008052,3,3.4,3.4.0,3.4.0.0,3.4.0.0,3.4.0.0,3.4.0.0
1164,ocds-591adf-1774464193,0,0.3,0.3.0,0.3.0,0.3.0,0.3.0,0.3.0
1165,ocds-591adf-4094040303,3,3.1,3.1.2,3.1.2.0,3.1.2.0,3.1.2.0,3.1.2.0
1166,ocds-591adf-0198796310,8,8.2,8.2.0,8.2.0,8.2.0,8.2.0,8.2.0
1167,ocds-591adf-3171785702,8,8.0,8.0.1,8.0.1,8.0.1,8.0.1,8.0.1
1168,ocds-591adf-7734540457,8,8.1,8.1.3,8.1.3.0,8.1.3.0,8.1.3.0,8.1.3.0
1169,ocds-591adf-0503804484,3,3.0,3.0.0,3.0.0.2,3.0.0.2.1,3.0.0.2.1,3.0.0.2.1
1170,ocds-591adf-0812804983,3,3.0,3.0.0,3.0.0.0,3.0.0.0.0,3.0.0.0.0.1,3.0.0.0.0.1
1171,ocds-591adf-6141206684,1,1.0,1.0.1,1.0.1,1.0.1,1.0.1,1.0.1
1172,ocds-591adf-2092682614,1,1.0,1.0.0,1.0.0,1.0.0,1.0.0,1.0.0
1173,ocds-591adf-6791296927,8,8.2,8.2.0,8.2.0,8.2.0,8.2.0,8.2.0
1174,ocds-591adf-3883739385,9,9.2,9.2.1,9.2.1,9.2.1,9.2.1,9.2.1
1175,ocds-591adf-0986499713,9,9.2,9.2.1,9.2.1,9.2.1,9.2.1,9.2.1
1176,ocds-591adf-9881948675,9,9.2,9.2.1,9.2.1,9.2.1,9.2.1,9.2.1
1177,ocds-591adf-5389246503,8,8.2,8.2.0,8.2.0,8.2.0,8.2.0,8.2.0
1178,ocds-591adf-0301330279,8,8.1,8.1.2,8.1.2.1,8.1.2.1,8.1.2.1,8.1.2.1
1179,ocds-591adf-0344045224,3,3.0,3.0.0,3.0.0.3,3.0.0.3.0,3.0.0.3.0.0,3.0.0.3.0.0
1180,ocds-591adf-8179112735,1,1.0,1.0.0,1.0.0,1.0.0,1.0.0,1.0.0
1181,ocds-591adf-2048247319,1,1.0,1.0.0,1.0.0,1.0.0,1.0.0,1.0.0
1182,ocds-591adf-3029744647,3,3.1,3.1.2,3.1.2.1,3.1.2.1,3.1.2.1,3.1.2.1
1183,ocds-591adf-9020733792,3,3.0,3.0.0,3.0.0.0,3.0.0.0.0,3.0.0.0.0.0,3.0.0.0.0.0
1184,ocds-591adf-4453903916,8,8.1,8.1.0,8.1.0.0,8.1.0.0.0,8.1.0.0.0.0,8.1.0.0.0.0
1185,ocds-591adf-3081289934,8,8.2,8.2.1,8.2.1.0,8.2.1.0,8.2.1.0,8.2.1.0
1186,ocds-591adf-2588426277,13,13.0,13.0,13.0,13.0,13.0,13.0
1187,ocds-591adf-3011184362,3,3.0,3.0.0,3.0.0.0,3.0.0.0.0,3.0.0.0.0.1,3.0.0.0.0.1
1188,ocds-591adf-0608183813,1,1.0,1.0.0,1.0.0,1.0.0,1.0.0,1.0.0
1189,ocds-591adf-4707202416,1,1.0,1.0.0,1.0.0,1.0.0,1.0.0,1.0.0
1190,ocds-591adf-6379664048,1,1.0,1.0.0,1.0.0,1.0.0,1.0.0,1.0.0
1191,ocds-591adf-7524520202,13,13.1,13.1.0,13.1.0,13.1.0,13.1.0,13.1.0
1192,ocds-591adf-4388708715,3,3.4,3.4.0,3.4.0.1,3.4.0.1,3.4.0.1,3.4.0.1
1193,ocds-591adf-1265783068,3,3.4,3.4.0,3.4.0.0,3.4.0.0,3.4.0.0,3.4.0.0
1194,ocds-591adf-7225608504,3,3.4,3.4.0,3.4.0.0,3.4.0.0,3.4.0.0,3.4.0.0
1195,ocds-591adf-7184311755,,,,,,,
1196,ocds-591adf-3309587999,1,1.0,1.0.0,1.0.0,1.0.0,1.0.0,1.0.0
1197,ocds-591adf-4521876477,1,1.0,1.0.0,1.0.0,1.0.0,1.0.0,1.0.0
1198,ocds-591adf-6599179594,1,1.1,1.1.0,1.1.0.0,1.1.0.0,1.1.0.0,1.1.0.0
1199,ocds-591adf-5929939263,0,0.8,0.8.1,0.8.1.0,0.8.1.0,0.8.1.0,0.8.1.0
1200,ocds-591adf-0056582197,2,2.0,2.0.0,2.0.0,2.0.0,2.0.0,2.0.0
1201,ocds-591adf-5307554205,2,2.1,2.1.1,2.1.1,2.1.1,2.1.1,2.1.1
1202,ocds-591adf-6442097844,0,0.2,0.2.1,0.2.1.1,0.2.1.1,0.2.1.1,0.2.1.1
1203,ocds-591adf-7037390087,0,0.1,0.1.0,0.1.0.0,0.1.0.0.0,0.1.0.0.0,0.1.0.0.0
1204,ocds-591adf-7838898920,0,0.1,0.1.1,0.1.1.1,0.1.1.1.1,0.1.1.1.1.1,0.1.1.1.1.1
1205,ocds-591adf-1594677361,0,0.1,0.1.1,0.1.1.0,0.1.1.0.0,0.1.1.0.0.0,0.1.1.0.0.0
1206,ocds-591adf-2792396017,2,2.1,2.1.1,2.1.1,2.1.1,2.1.1,2.1.1
1207,ocds-591adf-0060618096,14,14,14,14,14,14,14
1208,ocds-591adf-6975899734,2,2.0,2.0.3,2.0.3,2.0.3,2.0.3,2.0.3
1209,ocds-591adf-8908710232,14,14,14,14,14,14,14
1210,ocds-591adf-2689260212,0,0.2,0.2.0,0.2.0.1,0.2.0.1,0.2.0.1,0.2.0.1
1211,ocds-591adf-0096337208,0,0.1,0.1.0,0.1.0.1,0.1.0.1,0.1.0.1,0.1.0.1
1212,ocds-591adf-3967385753,1,1.0,1.0.0,1.0.0,1.0.0,1.0.0,1.0.0
1213,ocds-591adf-1848958139,1,1.0,1.0.0,1.0.0,1.0.0,1.0.0,1.0.0
1214,ocds-591adf-1568309950,9,9.0,9.0.1,9.0.1.1,9.0.1.1,9.0.1.1,9.0.1.1
1215,ocds-591adf-5786638779,9,9.2,9.2.0,9.2.0.0,9.2.0.0,9.2.0.0,9.2.0.0
1216,ocds-591adf-9150743494,9,9.2,9.2.1,9.2.1,9.2.1,9.2.1,9.2.1
1217,ocds-591adf-5989472247,9,9.1,9.1.0,9.1.0,9.1.0,9.1.0,9.1.0
1218,ocds-591adf-4324635670,9,9.2,9.2.0,9.2.0.0,9.2.0.0,9.2.0.0,9.2.0.0
1219,ocds-591adf-7327563851,9,9.2,9.2.0,9.2.0.1,9.2.0.1,9.2.0.1,9.2.0.1
1220,ocds-591adf-2085291906,9,9.2,9.2.0,9.2.0.0,9.2.0.0,9.2.0.0,9.2.0.0
1221,ocds-591adf-8643637433,9,9.1,9.1.0,9.1.0,9.1.0,9.1.0,9.1.0
1222,ocds-591adf-6723230082,9,9.1,9.1.0,9.1.0,9.1.0,9.1.0,9.1.0
1223,ocds-591adf-3181973910,9,9.1,9.1.1,9.1.1,9.1.1,9.1.1,9.1.1
1224,ocds-591adf-0752286025,9,9.1,9.1.1,9.1.1,9.1.1,9.1.1,9.1.1
1225,ocds-591adf-3075888689,9,9.1,9.1.0,9.1.0,9.1.0,9.1.0,9.1.0
1226,ocds-591adf-0400780078,9,9.0,9.0.1,9.0.1.0,9.0.1.0,9.0.1.0,9.0.1.0
1227,ocds-591adf-8906775765,9,9.1,9.1.1,9.1.1,9.1.1,9.1.1,9.1.1
1228,ocds-591adf-7458972547,9,9.1,9.1.2,9.1.2,9.1.2,9.1.2,9.1.2
1229,ocds-591adf-8331257008,9,9.1,9.1.2,9.1.2,9.1.2,9.1.2,9.1.2
1230,ocds-591adf-2310104390,0,0.0,0.0.9,0.0.9.1,0.0.9.1.0,0.0.9.1.0,0.0.9.1.0
1231,ocds-591adf-6952221104,9,9.1,9.1.1,9.1.1,9.1.1,9.1.1,9.1.1
1232,ocds-591adf-2584622111,8,8.4,8.4.0,8.4.0,8.4.0,8.4.0,8.4.0
1233,ocds-591adf-1767064014,9,9.1,9.1.1,9.1.1,9.1.1,9.1.1,9.1.1
1234,ocds-591adf-7295077079,8,8.4,8.4.0,8.4.0,8.4.0,8.4.0,8.4.0
1235,ocds-591adf-6429175624,0,0.0,0.0.9,0.0.9.1,0.0.9.1.1,0.0.9.1.1,0.0.9.1.1
1236,ocds-591adf-9691553720,0,0.0,0.0.4,0.0.4.0,0.0.4.0.1,0.0.4.0.1,0.0.4.0.1
1237,ocds-591adf-2617767522,5,5.0,5.0,5.0,5.0,5.0,5.0
1238,ocds-591adf-0379777229,8,8.4,8.4.1,8.4.1.1,8.4.1.1,8.4.1.1,8.4.1.1
1239,ocds-591adf-1331777791,0,0.2,0.2.2,0.2.2.2,0.2.2.2,0.2.2.2,0.2.2.2
1240,ocds-591adf-0679010757,8,8.1,8.1.1,8.1.1.0,8.1.1.0,8.1.1.0,8.1.1.0
1241,ocds-591adf-7628828931,9,9.2,9.2.1,9.2.1,9.2.1,9.2.1,9.2.1
1242,ocds-591adf-6870000871,8,8.1,8.1.3,8.1.3.1,8.1.3.1,8.1.3.1,8.1.3.1
1243,ocds-591adf-9235697275,8,8.1,8.1.1,8.1.1.1,8.1.1.1.1,8.1.1.1.1,8.1.1.1.1
1244,ocds-591adf-4444263100,8,8.2,8.2.1,8.2.1.1,8.2.1.1.1,8.2.1.1.1,8.2.1.1.1
1245,ocds-591adf-0932882685,9,9.1,9.1.1,9.1.1,9.1.1,9.1.1,9.1.1
1246,ocds-591adf-2902998583,9,9.1,9.1.1,9.1.1,9.1.1,9.1.1,9.1.1
1247,ocds-591adf-7057275896,9,9.2,9.2.0,9.2.0.0,9.2.0.0,9.2.0.0,9.2.0.0
1248,ocds-591adf-0326372369,9,9.2,9.2.0,9.2.0.0,9.2.0.0,9.2.0.0,9.2.0.0
1249,ocds-591adf-5307882831,9,9.2,9.2.0,9.2.0.0,9.2.0.0,9.2.0.0,9.2.0.0
1250,ocds-591adf-1653267082,9,9.2,9.2.0,9.2.0.0,9.2.0.0,9.2.0.0,9.2.0.0
1251,ocds-591adf-3743828893,8,8.2,8.2.2,8.2.2.0,8.2.2.0,8.2.2.0,8.2.2.0
1252,ocds-591adf-8202164908,8,8.4,8.4.0,8.4.0,8.4.0,8.4.0,8.4.0
1253,ocds-591adf-0141575617,8,8.2,8.2.2,8.2.2.1,8.2.2.1,8.2.2.1,8.2.2.1
1254,ocds-591adf-5086452156,9,9.2,9.2.0,9.2.0.0,9.2.0.0,9.2.0.0,9.2.0.0
1255,ocds-591adf-6174985044,9,9.2,9.2.0,9.2.0.0,9.2.0.0,9.2.0.0,9.2.0.0
1256,ocds-591adf-9479773023,0,0.1,0.1.0,0.1.0.1,0.1.0.1,0.1.0.1,0.1.0.1
1257,ocds-591adf-7862766066,0,0.2,0.2.6,0.2.6.1,0.2.6.1,0.2.6.1,0.2.6.1
1258,ocds-591adf-8497132181,0,0.0,0.0.5,0.0.5.0,0.0.5.0,0.0.5.0,0.0.5.0
1259,ocds-591adf-5268407026,0,0.1,0.1.1,0.1.1.2,0.1.1.2,0.1.1.2,0.1.1.2
1260,ocds-591adf-9099026006,0,0.11,0.11,0.11,0.11,0.11,0.11
1261,ocds-591adf-7506508600,8,8.4,8.4.1,8.4.1.1,8.4.1.1,8.4.1.1,8.4.1.1
1262,ocds-591adf-5028419621,8,8.4,8.4.0,8.4.0,8.4.0,8.4.0,8.4.0
1263,ocds-591adf-2371985819,0,0.11,0.11,0.11,0.11,0.11,0.11
1264,ocds-591adf-3371057877,8,8.4,8.4.1,8.4.1.1,8.4.1.1,8.4.1.1,8.4.1.1
1265,ocds-591adf-8732695537,9,9.1,9.1.2,9.1.2,9.1.2,9.1.2,9.1.2
1266,ocds-591adf-7459663089,0,0.1,0.1.1,0.1.1.0,0.1.1.0.0,0.1.1.0.0.0,0.1.1.0.0.0
1267,ocds-591adf-7015363530,0,0.11,0.11,0.11,0.11,0.11,0.11
1268,ocds-591adf-5805290587,0,0.1,0.1.0,0.1.0.1,0.1.0.1,0.1.0.1,0.1.0.1
1269,ocds-591adf-9205170350,0,0.1,0.1.1,0.1.1.1,0.1.1.1.1,0.1.1.1.1.1,0.1.1.1.1.1
1270,ocds-591adf-7403197571,0,0.1,0.1.1,0.1.1.0,0.1.1.0.0,0.1.1.0.0.0,0.1.1.0.0.0
1271,ocds-591adf-6070894490,0,0.1,0.1.0,0.1.0.1,0.1.0.1,0.1.0.1,0.1.0.1
1272,ocds-591adf-3960665000,0,0.1,0.1.0,0.1.0.1,0.1.0.1,0.1.0.1,0.1.0.1
1273,ocds-591adf-3002242705,9,9.2,9.2.1,9.2.1,9.2.1,9.2.1,9.2.1
1274,ocds-591adf-0567221607,8,8.1,8.1.1,8.1.1.1,8.1.1.1.0,8.1.1.1.0,8.1.1.1.0
1275,ocds-591adf-4748554506,9,9.2,9.2.1,9.2.1,9.2.1,9.2.1,9.2.1
1276,ocds-591adf-3176007619,9,9.2,9.2.1,9.2.1,9.2.1,9.2.1,9.2.1
1277,ocds-591adf-1992119758,9,9.2,9.2.1,9.2.1,9.2.1,9.2.1,9.2.1
1278,ocds-591adf-9521831132,9,9.2,9.2.1,9.2.1,9.2.1,9.2.1,9.2.1
1279,ocds-591adf-3874532072,8,8.1,8.1.0,8.1.0.0,8.1.0.0.0,8.1.0.0.0.1,8.1.0.0.0.1.1
1280,ocds-591adf-3405488231,8,8.1,8.1.0,8.1.0.0,8.1.0.0.1,8.1.0.0.1,8.1.0.0.1
1281,ocds-591adf-5024464049,0,0.7,0.7.0,0.7.0.0,0.7.0.0,0.7.0.0,0.7.0.0
1282,ocds-591adf-0585175110,0,0.7,0.7.0,0.7.0.0,0.7.0.0,0.7.0.0,0.7.0.0
1283,ocds-591adf-2371500394,0,0.7,0.7.1,0.7.1,0.7.1,0.7.1,0.7.1
1284,ocds-591adf-1296215998,8,8.1,8.1.0,8.1.0.0,8.1.0.0.1,8.1.0.0.1,8.1.0.0.1
1285,ocds-591adf-3205263116,13,13.1,13.1.1,13.1.1,13.1.1,13.1.1,13.1.1
1286,ocds-591adf-5277394261,8,8.0,8.0.0,8.0.0,8.0.0,8.0.0,8.0.0
1287,ocds-591adf-7408802973,8,8.1,8.1.1,8.1.1.0,8.1.1.0,8.1.1.0,8.1.1.0
1288,ocds-591adf-4365587467,0,0.0,0.0.9,0.0.9.0,0.0.9.0.1,0.0.9.0.1,0.0.9.0.1
1289,ocds-591adf-1189831873,8,8.2,8.2.0,8.2.0,8.2.0,8.2.0,8.2.0
1290,ocds-591adf-7237200728,8,8.1,8.1.0,8.1.0.1,8.1.0.1.1,8.1.0.1.1,8.1.0.1.1
1291,ocds-591adf-1016120280,9,9.2,9.2.0,9.2.0.0,9.2.0.0,9.2.0.0,9.2.0.0
1292,ocds-591adf-0259621498,0,0.7,0.7.1,0.7.1,0.7.1,0.7.1,0.7.1
1293,ocds-591adf-1909627745,1,1.1,1.1.0,1.1.0.0,1.1.0.0,1.1.0.0,1.1.0.0
1294,ocds-591adf-2421163259,0,0.7,0.7.2,0.7.2.1,0.7.2.1,0.7.2.1,0.7.2.1
1295,ocds-591adf-8227546396,0,0.7,0.7.2,0.7.2.1,0.7.2.1,0.7.2.1,0.7.2.1
1296,ocds-591adf-7831399968,8,8.1,8.1.3,8.1.3.0,8.1.3.0,8.1.3.0,8.1.3.0
1297,ocds-591adf-6343053440,8,8.2,8.2.1,8.2.1.0,8.2.1.0,8.2.1.0,8.2.1.0
1298,ocds-591adf-2012372387,8,8.1,8.1.0,8.1.0.2,8.1.0.2,8.1.0.2,8.1.0.2
1299,ocds-591adf-8678868440,8,8.1,8.1.1,8.1.1.1,8.1.1.1.1,8.1.1.1.1,8.1.1.1.1
1300,ocds-591adf-0462882243,0,0.1,0.1.0,0.1.0.1,0.1.0.1,0.1.0.1,0.1.0.1
1301,ocds-591adf-0768322156,0,0.1,0.1.1,0.1.1.0,0.1.1.0.1,0.1.1.0.1,0.1.1.0.1
1302,ocds-591adf-0752512707,0,0.1,0.1.1,0.1.1.0,0.1.1.0.2,0.1.1.0.2,0.1.1.0.2
1303,ocds-591adf-4251085025,0,0.0,0.0.5,0.0.5.0,0.0.5.0,0.0.5.0,0.0.5.0
1304,ocds-591adf-8212060329,0,0.1,0.1.0,0.1.0.1,0.1.0.1,0.1.0.1,0.1.0.1
1305,ocds-591adf-7619321296,0,0.7,0.7.1,0.7.1,0.7.1,0.7.1,0.7.1
1306,ocds-591adf-3014822399,0,0.7,0.7.1,0.7.1,0.7.1,0.7.1,0.7.1
1307,ocds-591adf-6272694158,0,0.10,0.10,0.10,0.10,0.10,0.10
1308,ocds-591adf-2849121033,0,0.0,0.0.8,0.0.8.2,0.0.8.2.1,0.0.8.2.1,0.0.8.2.1
1309,ocds-591adf-4380310584,0,0.0,0.0.8,0.0.8.2,0.0.8.2.0,0.0.8.2.0.0,0.0.8.2.0.0
1310,ocds-591adf-4350636426,0,0.3,0.3.1,0.3.1.1,0.3.1.1.1,0.3.1.1.1,0.3.1.1.1
1311,ocds-591adf-5449890166,0,0.0,0.0.8,0.0.8.2,0.0.8.2.0,0.0.8.2.0.1,0.0.8.2.0.1
1312,ocds-591adf-7842827037,0,0.3,0.3.1,0.3.1.0,0.3.1.0,0.3.1.0,0.3.1.0
1313,ocds-591adf-2394038626,3,3.4,3.4.2,3.4.2,3.4.2,3.4.2,3.4.2
1314,ocds-591adf-2517060866,1,1.0,1.0.0,1.0.0,1.0.0,1.0.0,1.0.0
1315,ocds-591adf-9627658771,8,8.4,8.4.0,8.4.0,8.4.0,8.4.0,8.4.0
1316,ocds-591adf-3217280085,8,8.4,8.4.0,8.4.0,8.4.0,8.4.0,8.4.0
1317,ocds-591adf-7478918284,8,8.0,8.0.0,8.0.0,8.0.0,8.0.0,8.0.0
1318,ocds-591adf-1353467417,1,1.0,1.0.1,1.0.1,1.0.1,1.0.1,1.0.1
1319,ocds-591adf-2247482343,1,1.0,1.0.1,1.0.1,1.0.1,1.0.1,1.0.1
1320,ocds-591adf-2944436063,8,8.0,8.0.0,8.0.0,8.0.0,8.0.0,8.0.0
1321,ocds-591adf-9575525455,0,0.1,0.1.1,0.1.1.2,0.1.1.2,0.1.1.2,0.1.1.2
1322,ocds-591adf-5744526094,1,1.0,1.0.1,1.0.1,1.0.1,1.0.1,1.0.1
1323,ocds-591adf-3045742924,0,0.2,0.2.1,0.2.1.0,0.2.1.0,0.2.1.0,0.2.1.0
1324,ocds-591adf-0292784834,8,8.0,8.0.0,8.0.0,8.0.0,8.0.0,8.0.0
1325,ocds-591adf-3906687826,8,8.0,8.0.0,8.0.0,8.0.0,8.0.0,8.0.0
1326,ocds-591adf-2409086627,8,8.2,8.2.1,8.2.1.1,8.2.1.1.1,8.2.1.1.1,8.2.1.1.1
1327,ocds-591adf-8237158457,8,8.2,8.2.0,8.2.0,8.2.0,8.2.0,8.2.0
1328,ocds-591adf-7216315066,8,8.1,8.1.2,8.1.2.1,8.1.2.1,8.1.2.1,8.1.2.1
1329,ocds-591adf-5920721951,8,8.1,8.1.3,8.1.3.1,8.1.3.1,8.1.3.1,8.1.3.1
1330,ocds-591adf-9538718130,8,8.1,8.1.1,8.1.1.1,8.1.1.1.1,8.1.1.1.1,8.1.1.1.1
1331,ocds-591adf-8323664793,8,8.1,8.1.0,8.1.0.2,8.1.0.2,8.1.0.2,8.1.0.2
1332,ocds-591adf-3845912103,0,0.0,0.0.7,0.0.7.2,0.0.7.2.0,0.0.7.2.0,0.0.7.2.0
1333,ocds-591adf-2223493595,8,8.0,8.0.1,8.0.1,8.0.1,8.0.1,8.0.1
1334,ocds-591adf-2014046591,8,8.1,8.1.0,8.1.0.1,8.1.0.1.0,8.1.0.1.0,8.1.0.1.0
1335,ocds-591adf-8301066061,8,8.1,8.1.0,8.1.0.1,8.1.0.1.1,8.1.0.1.1,8.1.0.1.1
1336,ocds-591adf-1740575512,8,8.1,8.1.3,8.1.3.0,8.1.3.0,8.1.3.0,8.1.3.0
1337,ocds-591adf-7122812153,8,8.1,8.1.0,8.1.0.1,8.1.0.1.0,8.1.0.1.0,8.1.0.1.0
1338,ocds-591adf-6635241984,1,1.0,1.0.0,1.0.0,1.0.0,1.0.0,1.0.0
1339,ocds-591adf-0472937784,1,1.0,1.0.1,1.0.1,1.0.1,1.0.1,1.0.1
